"","Selection_coefficient","Dominance_coefficient","GC_rate","Mean_tract_length","Replicate","Relative_homo_GC"
"347",0.01,0.2,1e-08,4000,47,0.00836153882824045
"348",0.01,0.2,1e-08,4000,48,0.00862927947900129
"349",0.01,0.2,1e-08,4000,49,0.00687956075928576
"350",0.01,0.2,1e-08,4000,50,0.0063563530424419
"351",0.01,0.2,1e-08,4000,51,0.00754251933118053
"352",0.01,0.2,1e-08,4000,52,0.00631830357355257
"353",0.01,0.2,1e-08,4000,53,0.00787030186445694
"354",0.01,0.2,1e-08,4000,54,0.00474782550547146
"355",0.01,0.2,1e-08,4000,55,0.00883559482486589
"356",0.01,0.2,1e-08,4000,56,0.00541146715659373
"357",0.01,0.2,1e-08,4000,57,0.00803194075625538
"358",0.01,0.2,1e-08,4000,58,0.00542130186410102
"359",0.01,0.2,1e-08,4000,59,0.00460016867285134
"360",0.01,0.2,1e-08,4000,60,0.00620478696414851
"361",0.01,0.2,1e-08,4000,61,0.00521622471045731
"362",0.01,0.2,1e-08,4000,62,0.00739476943931568
"363",0.01,0.2,1e-08,4000,63,0.0145369731299236
"364",0.01,0.2,1e-08,4000,64,0.00607020712731149
"365",0.01,0.2,1e-08,4000,65,0.00614579446141372
"366",0.01,0.2,1e-08,4000,66,0.00836387071281065
"367",0.01,0.2,1e-08,4000,67,0.00599391962960651
"368",0.01,0.2,1e-08,4000,68,0.0051611326288873
"369",0.01,0.2,1e-08,4000,69,0.00589362015618093
"370",0.01,0.2,1e-08,4000,70,0.00846965421676278
"371",0.01,0.2,1e-08,4000,71,0.00619168173598553
"372",0.01,0.2,1e-08,4000,72,0.00858119201252339
"373",0.01,0.2,1e-08,4000,73,0.00752468010738834
"374",0.01,0.2,1e-08,4000,74,0.00628846975972345
"375",0.01,0.2,1e-08,4000,75,0.00536960624538704
"376",0.01,0.2,1e-08,4000,76,0.00692736454528255
"377",0.01,0.2,1e-08,4000,77,0.00749963944041152
"378",0.01,0.2,1e-08,4000,78,0.00588452695794915
"379",0.01,0.2,1e-08,4000,79,0.0038926905500438
"380",0.01,0.2,1e-08,4000,80,0.0123985311171241
"381",0.01,0.2,1e-08,4000,81,0.00416061695189584
"382",0.01,0.2,1e-08,4000,82,0.00544961751580245
"383",0.01,0.2,1e-08,4000,83,0.00985212430565981
"384",0.01,0.2,1e-08,4000,84,0.00647909064057245
"385",0.01,0.2,1e-08,4000,85,0.00802710102202197
"386",0.01,0.2,1e-08,4000,86,0.00603434716085396
"387",0.01,0.2,1e-08,4000,87,0.00552350678910604
"388",0.01,0.2,1e-08,4000,88,0.0044697493747672
"389",0.01,0.2,1e-08,4000,89,0.00544953805887064
"390",0.01,0.2,1e-08,4000,90,0.00439447306836218
"391",0.01,0.2,1e-08,4000,91,0.00609142889980749
"392",0.01,0.2,1e-08,4000,92,0.0100052110474205
"393",0.01,0.2,1e-08,4000,93,0.00517290654472707
"394",0.01,0.2,1e-08,4000,94,0.00557527605974493
"395",0.01,0.2,1e-08,4000,95,0.00614634663275579
"396",0.01,0.2,1e-08,4000,96,0.00817177480152267
"397",0.01,0.2,1e-08,4000,97,0.00605989636698967
"398",0.01,0.2,1e-08,4000,98,0.00863740858821415
"399",0.01,0.2,1e-08,4000,99,0.00572199832712341
"400",0.01,0.2,1e-08,4000,100,0.00575043653949883
"401",0.01,0.2,1e-09,4000,1,0.000918050492777103
"402",0.01,0.2,1e-09,4000,2,0.00048208546601595
"403",0.01,0.2,1e-09,4000,3,0.000299228418150341
"404",0.01,0.2,1e-09,4000,4,0.000364115230333226
"405",0.01,0.2,1e-09,4000,5,0.00238740854074198
"406",0.01,0.2,1e-09,4000,6,0.000698156563127013
"407",0.01,0.2,1e-09,4000,7,0.000478153239034252
"408",0.01,0.2,1e-09,4000,8,0.000397382094926153
"409",0.01,0.2,1e-09,4000,9,0.000381992972541981
"410",0.01,0.2,1e-09,4000,10,0.000700853409863303
"411",0.01,0.2,1e-09,4000,11,0.000443567964802283
"412",0.01,0.2,1e-09,4000,12,0.00102835755753122
"413",0.01,0.2,1e-09,4000,13,0.000460586520571855
"414",0.01,0.2,1e-09,4000,14,0.00104309552162313
"415",0.01,0.2,1e-09,4000,15,0.000946227745567194
"416",0.01,0.2,1e-09,4000,16,0.000306874900340872
"417",0.01,0.2,1e-09,4000,17,0.000837365938016717
"418",0.01,0.2,1e-09,4000,18,0.000840019252996018
"419",0.01,0.2,1e-09,4000,19,0.000670330745935749
"420",0.01,0.2,1e-09,4000,20,0.00069276696595415
"421",0.01,0.2,1e-09,4000,21,0.000359413796098563
"422",0.01,0.2,1e-09,4000,22,0.000584180746727534
"423",0.01,0.2,1e-09,4000,23,0.000302845860364306
"424",0.01,0.2,1e-09,4000,24,0.000558882475428702
"425",0.01,0.2,1e-09,4000,25,0.00106489582865946
"426",0.01,0.2,1e-09,4000,26,0.000815003197549041
"427",0.01,0.2,1e-09,4000,27,0.000434039717690786
"428",0.01,0.2,1e-09,4000,28,0.000362844702467344
"429",0.01,0.2,1e-09,4000,29,0.00043639272921225
"430",0.01,0.2,1e-09,4000,30,0.00116780452748832
"431",0.01,0.2,1e-09,4000,31,0.00073576860680405
"432",0.01,0.2,1e-09,4000,32,0.000463505000737394
"433",0.01,0.2,1e-09,4000,33,0.000398292691626342
"434",0.01,0.2,1e-09,4000,34,0.000207284211039713
"435",0.01,0.2,1e-09,4000,35,0.000688268316914643
"436",0.01,0.2,1e-09,4000,36,0.00157785356659371
"437",0.01,0.2,1e-09,4000,37,0.000447664130911511
"438",0.01,0.2,1e-09,4000,38,0.000832004858422531
"439",0.01,0.2,1e-09,4000,39,0.000428854779050444
"440",0.01,0.2,1e-09,4000,40,0.000988627748294162
"441",0.01,0.2,1e-09,4000,41,0.000448994252873563
"442",0.01,0.2,1e-09,4000,42,0.000613798548932557
"443",0.01,0.2,1e-09,4000,43,0.00073866422867107
"444",0.01,0.2,1e-09,4000,44,0.000940057840501524
"445",0.01,0.2,1e-09,4000,45,0.000705315096479201
"446",0.01,0.2,1e-09,4000,46,0.000991708714114419
"447",0.01,0.2,1e-09,4000,47,0.000618576905645586
"448",0.01,0.2,1e-09,4000,48,0.00078287785900972
"449",0.01,0.2,1e-09,4000,49,0.00065129841417799
"450",0.01,0.2,1e-09,4000,50,0.00109530700721128
"451",0.01,0.2,1e-09,4000,51,0.00103566968229309
"452",0.01,0.2,1e-09,4000,52,0.000892935784553426
"453",0.01,0.2,1e-09,4000,53,0.000382811752320796
"454",0.01,0.2,1e-09,4000,54,0.000385751680009797
"455",0.01,0.2,1e-09,4000,55,0.000578020614040425
"456",0.01,0.2,1e-09,4000,56,0.000706715915302816
"457",0.01,0.2,1e-09,4000,57,0.0008108606923177
"458",0.01,0.2,1e-09,4000,58,0.000825810775633795
"459",0.01,0.2,1e-09,4000,59,0.00032463433549155
"460",0.01,0.2,1e-09,4000,60,0.00109634843285774
"461",0.01,0.2,1e-09,4000,61,0.000622137941142162
"462",0.01,0.2,1e-09,4000,62,0.000624004368030576
"463",0.01,0.2,1e-09,4000,63,0.000573235286214587
"464",0.01,0.2,1e-09,4000,64,0.000293452344561961
"465",0.01,0.2,1e-09,4000,65,0.000666157964221261
"466",0.01,0.2,1e-09,4000,66,0.00102295097566923
"467",0.01,0.2,1e-09,4000,67,0.000787130417671078
"468",0.01,0.2,1e-09,4000,68,0.000821328153570379
"469",0.01,0.2,1e-09,4000,69,0.0018070252594607
"470",0.01,0.2,1e-09,4000,70,0.000327397517136284
"471",0.01,0.2,1e-09,4000,71,0.00066038793247079
"472",0.01,0.2,1e-09,4000,72,0.000484516664345024
"473",0.01,0.2,1e-09,4000,73,0.000485758577986741
"474",0.01,0.2,1e-09,4000,74,0.000880463427370876
"475",0.01,0.2,1e-09,4000,75,0.000345357217511429
"476",0.01,0.2,1e-09,4000,76,0.000659740401231112
"477",0.01,0.2,1e-09,4000,77,0.000451511342697109
"478",0.01,0.2,1e-09,4000,78,0.000636961812336628
"479",0.01,0.2,1e-09,4000,79,0.000393978104368381
"480",0.01,0.2,1e-09,4000,80,0.000325079915479222
"481",0.01,0.2,1e-09,4000,81,0.000351808325119418
"482",0.01,0.2,1e-09,4000,82,0.000471842781985043
"483",0.01,0.2,1e-09,4000,83,0.000420745817695106
"484",0.01,0.2,1e-09,4000,84,0.000549994171257424
"485",0.01,0.2,1e-09,4000,85,0.000624829626725556
"486",0.01,0.2,1e-09,4000,86,0.000499452407601305
"487",0.01,0.2,1e-09,4000,87,0.000312013416576913
"488",0.01,0.2,1e-09,4000,88,0.000617546720707001
"489",0.01,0.2,1e-09,4000,89,0.000782073411031512
"490",0.01,0.2,1e-09,4000,90,0.000357571423376686
"491",0.01,0.2,1e-09,4000,91,0.000313992039378296
"492",0.01,0.2,1e-09,4000,92,0.00109488831537596
"493",0.01,0.2,1e-09,4000,93,0.000655337543927155
"494",0.01,0.2,1e-09,4000,94,0.000340500048642864
"495",0.01,0.2,1e-09,4000,95,0.000347970477452124
"496",0.01,0.2,1e-09,4000,96,0.000334333293821217
"497",0.01,0.2,1e-09,4000,97,0.0010415026703644
"498",0.01,0.2,1e-09,4000,98,0.000474291897019372
"499",0.01,0.2,1e-09,4000,99,0.000291031676979091
"500",0.01,0.2,1e-09,4000,100,0.000745393225475341
"501",0.01,0.2,1e-10,4000,1,6.98714365567356e-05
"502",0.01,0.2,1e-10,4000,2,2.27886466962159e-05
"503",0.01,0.2,1e-10,4000,3,1.14528514736957e-05
"504",0.01,0.2,1e-10,4000,4,5.7589753631034e-05
"505",0.01,0.2,1e-10,4000,5,0.000150433363805733
"506",0.01,0.2,1e-10,4000,6,1.16580348633533e-05
"507",0.01,0.2,1e-10,4000,7,0.000202536919587056
"508",0.01,0.2,1e-10,4000,8,8.12781570758441e-05
"509",0.01,0.2,1e-10,4000,9,1.1491314003028e-05
"510",0.01,0.2,1e-10,4000,10,8.10581563322342e-05
"511",0.01,0.2,1e-10,4000,11,2.87541405962459e-05
"512",0.01,0.2,1e-10,4000,12,1.15201069065921e-05
"513",0.01,0.2,1e-10,4000,13,2.85160260066157e-05
"514",0.01,0.2,1e-10,4000,14,0.000173509696300195
"515",0.01,0.2,1e-10,4000,15,4.08265629283144e-05
"516",0.01,0.2,1e-10,4000,16,7.99906296690959e-05
"517",0.01,0.2,1e-10,4000,17,5.15658840111382e-05
"518",0.01,0.2,1e-10,4000,18,0.000120469141255805
"519",0.01,0.2,1e-10,4000,19,0.000108723641669766
"520",0.01,0.2,1e-10,4000,20,1.14666406756145e-05
"521",0.01,0.2,1e-10,4000,21,5.7705235884578e-06
"522",0.01,0.2,1e-10,4000,22,2.32519611575989e-05
"523",0.01,0.2,1e-10,4000,23,2.32147831739252e-05
"524",0.01,0.2,1e-10,4000,24,6.94536888590495e-05
"525",0.01,0.2,1e-10,4000,25,5.74451829341851e-06
"526",0.01,0.2,1e-10,4000,26,3.45152902735912e-05
"527",0.01,0.2,1e-10,4000,27,3.47499739375195e-05
"528",0.01,0.2,1e-10,4000,28,9.26899492232872e-05
"529",0.01,0.2,1e-10,4000,29,2.8991473607612e-05
"530",0.01,0.2,1e-10,4000,30,3.43641627601296e-05
"531",0.01,0.2,1e-10,4000,31,6.9345122004074e-05
"532",0.01,0.2,1e-10,4000,32,4.57354546961737e-05
"533",0.01,0.2,1e-10,4000,33,1.73795668432624e-05
"534",0.01,0.2,1e-10,4000,34,4.60374687448747e-05
"535",0.01,0.2,1e-10,4000,35,8.04600013218429e-05
"536",0.01,0.2,1e-10,4000,36,6.39639011001791e-05
"537",0.01,0.2,1e-10,4000,37,4.65541220765466e-05
"538",0.01,0.2,1e-10,4000,38,4.05971257234988e-05
"539",0.01,0.2,1e-10,4000,39,0.000338020745307098
"540",0.01,0.2,1e-10,4000,40,8.57101226511855e-05
"541",0.01,0.2,1e-10,4000,41,2.90434257301517e-05
"542",0.01,0.2,1e-10,4000,42,4.04146543536686e-05
"543",0.01,0.2,1e-10,4000,43,0.000110107905747633
"544",0.01,0.2,1e-10,4000,44,5.73077396967848e-06
"545",0.01,0.2,1e-10,4000,45,2.89304136759852e-05
"546",0.01,0.2,1e-10,4000,46,2.32033366398088e-05
"547",0.01,0.2,1e-10,4000,47,1.73407898729787e-05
"548",0.01,0.2,1e-10,4000,48,5.72205135541091e-05
"549",0.01,0.2,1e-10,4000,49,5.82145029791272e-05
"550",0.01,0.2,1e-10,4000,50,6.39352742532651e-05
"551",0.01,0.2,1e-10,4000,51,1.72618653747119e-05
"552",0.01,0.2,1e-10,4000,52,4.59783327107101e-05
"553",0.01,0.2,1e-10,4000,53,7.98464666512677e-05
"554",0.01,0.2,1e-10,4000,54,2.28554450240839e-05
"555",0.01,0.2,1e-10,4000,55,5.78221852160237e-05
"556",0.01,0.2,1e-10,4000,56,2.87841848174939e-05
"557",0.01,0.2,1e-10,4000,57,2.89545384791339e-05
"558",0.01,0.2,1e-10,4000,58,2.33774582858479e-05
"559",0.01,0.2,1e-10,4000,59,7.61989613495422e-05
"560",0.01,0.2,1e-10,4000,60,1.1456394099957e-05
"561",0.01,0.2,1e-10,4000,61,6.87962941729539e-05
"562",0.01,0.2,1e-10,4000,62,1.13798656037872e-05
"563",0.01,0.2,1e-10,4000,63,2.32666356444858e-05
"564",0.01,0.2,1e-10,4000,64,5.18971283588975e-05
"565",0.01,0.2,1e-10,4000,65,0.000248097438826672
"566",0.01,0.2,1e-10,4000,66,5.72681926731074e-06
"567",0.01,0.2,1e-10,4000,67,0.000114463623460464
"568",0.01,0.2,1e-10,4000,68,1.16535855169239e-05
"569",0.01,0.2,1e-10,4000,69,4.02563756034862e-05
"570",0.01,0.2,1e-10,4000,70,8.09913339272698e-05
"571",0.01,0.2,1e-10,4000,71,3.43677058124382e-05
"572",0.01,0.2,1e-10,4000,72,1.72640011048961e-05
"573",0.01,0.2,1e-10,4000,73,2.30662549340161e-05
"574",0.01,0.2,1e-10,4000,74,6.26314905440684e-05
"575",0.01,0.2,1e-10,4000,75,1.73774527550503e-05
"576",0.01,0.2,1e-10,4000,76,8.04842854432672e-05
"577",0.01,0.2,1e-10,4000,77,6.88762551980049e-05
"578",0.01,0.2,1e-10,4000,78,2.29786671798569e-05
"579",0.01,0.2,1e-10,4000,79,6.38973924055045e-05
"580",0.01,0.2,1e-10,4000,80,5.74625128931513e-05
"581",0.01,0.2,1e-10,4000,81,3.42351440871627e-05
"582",0.01,0.2,1e-10,4000,82,0.000113992915340312
"583",0.01,0.2,1e-10,4000,83,0.000323562889647721
"584",0.01,0.2,1e-10,4000,84,2.31080300404391e-05
"585",0.01,0.2,1e-10,4000,85,1.71388417570741e-05
"586",0.01,0.2,1e-10,4000,86,3.44851369059935e-05
"587",0.01,0.2,1e-10,4000,87,3.46515354961667e-05
"588",0.01,0.2,1e-10,4000,88,2.91354916905578e-05
"589",0.01,0.2,1e-10,4000,89,3.48410811187471e-05
"590",0.01,0.2,1e-10,4000,90,2.30248294004047e-05
"591",0.01,0.2,1e-10,4000,91,0.000335723227495163
"592",0.01,0.2,1e-10,4000,92,2.29938577657443e-05
"593",0.01,0.2,1e-10,4000,93,3.46002802622701e-05
"594",0.01,0.2,1e-10,4000,94,6.36424911985327e-05
"595",0.01,0.2,1e-10,4000,95,0.000138188350722034
"596",0.01,0.2,1e-10,4000,96,5.72844315236227e-05
"597",0.01,0.2,1e-10,4000,97,4.69797869466662e-05
"598",0.01,0.2,1e-10,4000,98,1.15401814693536e-05
"599",0.01,0.2,1e-10,4000,99,8.63103201249773e-05
"600",0.01,0.2,1e-10,4000,100,2.91765502230547e-05
"601",0.01,0.2,1e-11,4000,1,1.14527530986855e-05
"602",0.01,0.2,1e-11,4000,2,0
"603",0.01,0.2,1e-11,4000,3,0
"604",0.01,0.2,1e-11,4000,4,0
"605",0.01,0.2,1e-11,4000,5,0
"606",0.01,0.2,1e-11,4000,6,8.64022948449511e-05
"607",0.01,0.2,1e-11,4000,7,1.15042364350672e-05
"608",0.01,0.2,1e-11,4000,8,6.80553743896284e-05
"609",0.01,0.2,1e-11,4000,9,1.14129519885642e-05
"610",0.01,0.2,1e-11,4000,10,0
"611",0.01,0.2,1e-11,4000,11,0
"612",0.01,0.2,1e-11,4000,12,0
"613",0.01,0.2,1e-11,4000,13,0
"614",0.01,0.2,1e-11,4000,14,0
"615",0.01,0.2,1e-11,4000,15,5.70401848101988e-06
"616",0.01,0.2,1e-11,4000,16,2.29474904050806e-05
"617",0.01,0.2,1e-11,4000,17,0
"618",0.01,0.2,1e-11,4000,18,0
"619",0.01,0.2,1e-11,4000,19,1.14010785420301e-05
"620",0.01,0.2,1e-11,4000,20,0
"621",0.01,0.2,1e-11,4000,21,1.1455344204455e-05
"622",0.01,0.2,1e-11,4000,22,0
"623",0.01,0.2,1e-11,4000,23,2.31934478509821e-05
"624",0.01,0.2,1e-11,4000,24,0
"625",0.01,0.2,1e-11,4000,25,0
"626",0.01,0.2,1e-11,4000,26,0
"627",0.01,0.2,1e-11,4000,27,0
"628",0.01,0.2,1e-11,4000,28,2.86492727382115e-05
"629",0.01,0.2,1e-11,4000,29,0
"630",0.01,0.2,1e-11,4000,30,0
"631",0.01,0.2,1e-11,4000,31,0
"632",0.01,0.2,1e-11,4000,32,0
"633",0.01,0.2,1e-11,4000,33,5.75580977048709e-06
"634",0.01,0.2,1e-11,4000,34,1.14032236913375e-05
"635",0.01,0.2,1e-11,4000,35,1.14423021912009e-05
"636",0.01,0.2,1e-11,4000,36,1.14298123796298e-05
"637",0.01,0.2,1e-11,4000,37,0
"638",0.01,0.2,1e-11,4000,38,0
"639",0.01,0.2,1e-11,4000,39,0
"640",0.01,0.2,1e-11,4000,40,5.72164211128594e-06
"641",0.01,0.2,1e-11,4000,41,0
"642",0.01,0.2,1e-11,4000,42,1.73405392907719e-05
"643",0.01,0.2,1e-11,4000,43,0
"644",0.01,0.2,1e-11,4000,44,0
"645",0.01,0.2,1e-11,4000,45,1.71152770963362e-05
"646",0.01,0.2,1e-11,4000,46,0
"647",0.01,0.2,1e-11,4000,47,5.68826596056325e-06
"648",0.01,0.2,1e-11,4000,48,0
"649",0.01,0.2,1e-11,4000,49,1.1460234419095e-05
"650",0.01,0.2,1e-11,4000,50,0
"651",0.01,0.2,1e-11,4000,51,0
"652",0.01,0.2,1e-11,4000,52,0
"653",0.01,0.2,1e-11,4000,53,0
"654",0.01,0.2,1e-11,4000,54,0
"655",0.01,0.2,1e-11,4000,55,0
"656",0.01,0.2,1e-11,4000,56,0
"657",0.01,0.2,1e-11,4000,57,0
"658",0.01,0.2,1e-11,4000,58,0.000297987438683354
"659",0.01,0.2,1e-11,4000,59,0
"660",0.01,0.2,1e-11,4000,60,1.70912415932455e-05
"661",0.01,0.2,1e-11,4000,61,0
"662",0.01,0.2,1e-11,4000,62,2.86384425269416e-05
"663",0.01,0.2,1e-11,4000,63,3.49980751058692e-05
"664",0.01,0.2,1e-11,4000,64,0
"665",0.01,0.2,1e-11,4000,65,0
"666",0.01,0.2,1e-11,4000,66,0
"667",0.01,0.2,1e-11,4000,67,5.70764853441855e-06
"668",0.01,0.2,1e-11,4000,68,0
"669",0.01,0.2,1e-11,4000,69,0
"670",0.01,0.2,1e-11,4000,70,5.75597542198495e-06
"671",0.01,0.2,1e-11,4000,71,5.73998444464216e-06
"672",0.01,0.2,1e-11,4000,72,0
"673",0.01,0.2,1e-11,4000,73,0
"674",0.01,0.2,1e-11,4000,74,0
"675",0.01,0.2,1e-11,4000,75,0
"676",0.01,0.2,1e-11,4000,76,0
"677",0.01,0.2,1e-11,4000,77,0
"678",0.01,0.2,1e-11,4000,78,5.75900852909163e-06
"679",0.01,0.2,1e-11,4000,79,0
"680",0.01,0.2,1e-11,4000,80,1.1369870411902e-05
"681",0.01,0.2,1e-11,4000,81,0
"682",0.01,0.2,1e-11,4000,82,0
"683",0.01,0.2,1e-11,4000,83,1.14988458033525e-05
"684",0.01,0.2,1e-11,4000,84,0
"685",0.01,0.2,1e-11,4000,85,0
"686",0.01,0.2,1e-11,4000,86,5.71613120807575e-06
"687",0.01,0.2,1e-11,4000,87,0
"688",0.01,0.2,1e-11,4000,88,2.31263333776588e-05
"689",0.01,0.2,1e-11,4000,89,0
"690",0.01,0.2,1e-11,4000,90,0
"691",0.01,0.2,1e-11,4000,91,1.14733502756472e-05
"692",0.01,0.2,1e-11,4000,92,5.79965666032571e-06
"693",0.01,0.2,1e-11,4000,93,0
"694",0.01,0.2,1e-11,4000,94,0
"695",0.01,0.2,1e-11,4000,95,0
"696",0.01,0.2,1e-11,4000,96,0
"697",0.01,0.2,1e-11,4000,97,0
"698",0.01,0.2,1e-11,4000,98,0
"699",0.01,0.2,1e-11,4000,99,0
"700",0.01,0.2,1e-11,4000,100,2.30105906243348e-05
